old_path,new_path,code
/best-window-cleaning-in-bellingham-wa-why-more-homeowners-are-choosing-professional-window-washing-services/,/locations/bellingham/window-cleaning/,301
/category/gutter-cleaning/,/services/gutter-cleaning/,301
/category/house-washing/,/services/house-washing/,301
/category/pressure-washing/,/services/pressure-washing/,301
/category/roof-cleaning/,/services/roof-cleaning/,301
/category/solar-panel-cleaning/,/services/solar-panel-cleaning/,301
/category/window-cleaning/,/services/window-cleaning/,301
/commercial-window-cleaning/,/services/commercial-window-cleaning/,301
/gutter-cleaning-acme-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-alger-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-anacortes-wa/,/locations/anacortes/gutter-cleaning/,301
/gutter-cleaning-bellingham-wa/,/locations/bellingham/gutter-cleaning/,301
/gutter-cleaning-birch-bay-wa/,/locations/birch-bay/,301
/gutter-cleaning-blaine-wa/,/locations/blaine/gutter-cleaning/,301
/gutter-cleaning-bow-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-burlington-wa/,/locations/burlington/gutter-cleaning/,301
/gutter-cleaning-clear-lake-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-cost-bellingham-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-custer-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-deming-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-edison-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-everson-wa/,/locations/everson/gutter-cleaning/,301
/gutter-cleaning-ferndale-wa/,/locations/ferndale/gutter-cleaning/,301
/gutter-cleaning-glacier-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-la-conner-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-lyman-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-lynden-wa/,/locations/lynden/gutter-cleaning/,301
/gutter-cleaning-maple-falls-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-mount-vernon-wa/,/locations/mount-vernon/,301
/gutter-cleaning-nooksack-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-oak-harbor-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-sedro-woolley-wa/,/services/gutter-cleaning/,301
/gutter-cleaning-sudden-valley-wa/,/locations/sudden-valley/gutter-cleaning/,301
/gutter-cleaning-sumas-wa/,/services/gutter-cleaning/,301
/gutter-cleaning/,/services/gutter-cleaning/,301
/house-washing-cost-bellingham-wa/,/services/house-washing/,301
/house-washing/,/services/house-washing/,301
/metal-roof-cleaning-bellingham-wa/,/services/metal-roof-soft-washing/,301
/moss-removal-acme-wa/,/services/moss-removal/,301
/moss-removal-alger-wa/,/services/moss-removal/,301
/moss-removal-anacortes-wa/,/locations/anacortes/,301
/moss-removal-bellingham-protect-your-roof-with-professional-moss-removal-and-roof-cleaning/,/locations/bellingham/moss-removal/,301
/moss-removal-bellingham-wa/,/locations/bellingham/moss-removal/,301
/moss-removal-birch-bay-wa/,/locations/birch-bay/,301
/moss-removal-blaine-wa/,/locations/blaine/,301
/moss-removal-bow-wa/,/services/moss-removal/,301
/moss-removal-burlington-wa/,/locations/burlington/,301
/moss-removal-clear-lake-wa/,/services/moss-removal/,301
/moss-removal-cost-bellingham-wa/,/services/moss-removal/,301
/moss-removal-custer-wa/,/services/moss-removal/,301
/moss-removal-deming-wa/,/services/moss-removal/,301
/moss-removal-edison-wa/,/services/moss-removal/,301
/moss-removal-everson-wa/,/locations/everson/,301
/moss-removal-ferndale-wa/,/locations/ferndale/,301
/moss-removal-glacier-wa/,/services/moss-removal/,301
/moss-removal-la-conner-wa/,/services/moss-removal/,301
/moss-removal-lyman-wa/,/services/moss-removal/,301
/moss-removal-lynden-wa/,/locations/lynden/,301
/moss-removal-maple-falls-wa/,/services/moss-removal/,301
/moss-removal-mount-vernon-wa/,/locations/mount-vernon/,301
/moss-removal-nooksack-wa/,/services/moss-removal/,301
/moss-removal-oak-harbor-wa/,/services/moss-removal/,301
/moss-removal-sedro-woolley-wa/,/services/moss-removal/,301
/moss-removal-sudden-valley-wa/,/locations/sudden-valley/,301
/moss-removal-sumas-wa/,/services/moss-removal/,301
/moss-removal/,/services/moss-removal/,301
/pressure-washing-acme-wa/,/services/pressure-washing/,301
/pressure-washing-alger-wa/,/services/pressure-washing/,301
/pressure-washing-anacortes-wa/,/locations/anacortes/,301
/pressure-washing-bellingham-restore-your-homes-exterior-with-professional-pressure-washing/,/locations/bellingham/pressure-washing/,301
/pressure-washing-bellingham-wa/,/locations/bellingham/pressure-washing/,301
/pressure-washing-birch-bay-wa/,/locations/birch-bay/,301
/pressure-washing-blaine-wa/,/locations/blaine/,301
/pressure-washing-bow-wa/,/services/pressure-washing/,301
/pressure-washing-burlington-wa/,/locations/burlington/,301
/pressure-washing-clear-lake-wa/,/services/pressure-washing/,301
/pressure-washing-cost-bellingham-wa/,/services/pressure-washing/,301
/pressure-washing-custer-wa/,/services/pressure-washing/,301
/pressure-washing-deming-wa/,/services/pressure-washing/,301
/pressure-washing-edison-wa/,/services/pressure-washing/,301
/pressure-washing-everson-wa/,/locations/everson/,301
/pressure-washing-ferndale-wa/,/locations/ferndale/,301
/pressure-washing-glacier-wa/,/services/pressure-washing/,301
/pressure-washing-la-conner-wa/,/services/pressure-washing/,301
/pressure-washing-lyman-wa/,/services/pressure-washing/,301
/pressure-washing-lynden-wa/,/locations/lynden/,301
/pressure-washing-maple-falls-wa/,/services/pressure-washing/,301
/pressure-washing-mount-vernon-wa/,/locations/mount-vernon/,301
/pressure-washing-nooksack-wa/,/services/pressure-washing/,301
/pressure-washing-oak-harbor-wa/,/services/pressure-washing/,301
/pressure-washing-sedro-woolley-wa/,/services/pressure-washing/,301
/pressure-washing-sudden-valley-wa/,/locations/sudden-valley/,301
/pressure-washing-sumas-wa/,/services/pressure-washing/,301
/pressure-washing/,/services/pressure-washing/,301
/professional-gutter-cleaning-services-in-bellingham-surrounding-areas/,/services/gutter-cleaning/,301
/professional-moss-removal-and-roof-treatment-in-bellingham-surrounding-areas/,/services/moss-removal/,301
/professional-pressure-washing-services-in-bellingham-surrounding-areas/,/services/pressure-washing/,301
/professional-window-cleaning-services-in-bellingham-surrounding-areas/,/services/window-cleaning/,301
/roof-cleaning-acme-wa/,/services/roof-cleaning/,301
/roof-cleaning-alger-wa/,/services/roof-cleaning/,301
/roof-cleaning-anacortes-wa/,/locations/anacortes/roof-cleaning/,301
/roof-cleaning-and-moss-removal-in-bellingham-wa-why-soft-washing-is-the-safest-choice-for-composite-roofs/,/services/roof-cleaning/,301
/roof-cleaning-bellingham-wa/,/locations/bellingham/roof-cleaning/,301
/roof-cleaning-birch-bay-wa/,/locations/birch-bay/,301
/roof-cleaning-blaine-wa/,/locations/blaine/roof-cleaning/,301
/roof-cleaning-bow-wa/,/services/roof-cleaning/,301
/roof-cleaning-burlington-wa/,/locations/burlington/roof-cleaning/,301
/roof-cleaning-clear-lake-wa/,/services/roof-cleaning/,301
/roof-cleaning-cost-bellingham-wa/,/services/roof-cleaning/,301
/roof-cleaning-custer-wa/,/services/roof-cleaning/,301
/roof-cleaning-deming-wa/,/services/roof-cleaning/,301
/roof-cleaning-edison-wa/,/services/roof-cleaning/,301
/roof-cleaning-everson-wa/,/locations/everson/roof-cleaning/,301
/roof-cleaning-ferndale-wa/,/locations/ferndale/roof-cleaning/,301
/roof-cleaning-glacier-wa/,/services/roof-cleaning/,301
/roof-cleaning-la-conner-wa/,/services/roof-cleaning/,301
/roof-cleaning-lyman-wa/,/services/roof-cleaning/,301
/roof-cleaning-lynden-wa/,/locations/lynden/roof-cleaning/,301
/roof-cleaning-maple-falls-wa/,/services/roof-cleaning/,301
/roof-cleaning-mount-vernon-wa/,/locations/mount-vernon/,301
/roof-cleaning-nooksack-wa/,/services/roof-cleaning/,301
/roof-cleaning-oak-harbor-wa/,/services/roof-cleaning/,301
/roof-cleaning-sedro-woolley-wa/,/services/roof-cleaning/,301
/roof-cleaning-sudden-valley-wa/,/locations/sudden-valley/roof-cleaning/,301
/roof-cleaning-sumas-wa/,/services/roof-cleaning/,301
/roof-cleaning/,/services/roof-cleaning/,301
/service-area/,/locations/,301
/solar-panel-cleaning-acme-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-alger-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-anacortes-wa/,/locations/anacortes/,301
/solar-panel-cleaning-bellingham-wa/,/locations/bellingham/solar-panel-cleaning/,301
/solar-panel-cleaning-bellingham-why-clean-solar-panels-produce-better-results-in-the-pacific-northwest/,/locations/bellingham/solar-panel-cleaning/,301
/solar-panel-cleaning-birch-bay-wa/,/locations/birch-bay/,301
/solar-panel-cleaning-blaine-wa/,/locations/blaine/,301
/solar-panel-cleaning-bow-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-burlington-wa/,/locations/burlington/,301
/solar-panel-cleaning-clear-lake-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-custer-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-deming-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-edison-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-everson-wa/,/locations/everson/,301
/solar-panel-cleaning-ferndale-wa/,/locations/ferndale/,301
/solar-panel-cleaning-glacier-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-la-conner-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-lyman-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-lynden-wa/,/locations/lynden/,301
/solar-panel-cleaning-maple-falls-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-mount-vernon-wa/,/locations/mount-vernon/,301
/solar-panel-cleaning-nooksack-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-oak-harbor-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-sedro-woolley-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning-sudden-valley-wa/,/locations/sudden-valley/,301
/solar-panel-cleaning-sumas-wa/,/services/solar-panel-cleaning/,301
/solar-panel-cleaning/,/services/solar-panel-cleaning/,301
/the-complete-guide-to-professional-window-cleaning-in-bellingham-wa/,/services/window-cleaning/,301
/the-hidden-costs-of-dirty-windows-the-crystal-clear-benefits-of-professional-window-cleaning-in-bellingham-wa/,/locations/bellingham/window-cleaning/,301
/what-affects-the-cost-of-professional-window-cleaning-in-bellingham-and-surrounding-areas/,/services/window-cleaning/,301
/why-professional-window-cleaning-in-bellingham-wa-is-worth-the-investment/,/locations/bellingham/window-cleaning/,301
/window-cleaning-acme-wa/,/services/window-cleaning/,301
/window-cleaning-alabama-hill-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-alger-wa/,/services/window-cleaning/,301
/window-cleaning-anacortes-wa/,/locations/anacortes/window-cleaning/,301
/window-cleaning-barkley-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-bellingham-wa/,/services/window-cleaning/,301
/window-cleaning-bellingham-why-professional-window-cleaning-makes-a-bigger-difference-than-you-think/,/locations/bellingham/window-cleaning/,301
/window-cleaning-birch-bay-wa/,/locations/birch-bay/,301
/window-cleaning-birchwood-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-blaine-wa/,/locations/blaine/window-cleaning/,301
/window-cleaning-bow-wa/,/services/window-cleaning/,301
/window-cleaning-burlington-wa/,/locations/burlington/window-cleaning/,301
/window-cleaning-clear-lake-wa/,/services/window-cleaning/,301
/window-cleaning-columbia-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-cordata-bellingham/,/locations/bellingham/window-cleaning/,301
/window-cleaning-cost-bellingham-wa/,/services/window-cleaning/,301
/window-cleaning-custer-wa/,/services/window-cleaning/,301
/window-cleaning-deming-wa/,/services/window-cleaning/,301
